source,target,identity,evalue,bitscore
C4JYG6,P0CM22,0.242,0.0,0.0
C4JYG6,P0CM23,0.242,0.0,0.0
C4LZC2,O83553,0.1765,0.0,0.0
C4QXA5,O42938,0.21,0.0,0.0
C4QXA5,O94200,0.2637,0.0,0.0
C4QXA5,O94201,0.1949,0.0,0.0
C4QXA5,P16861,0.1876,0.0,0.0
C4QXA5,P16862,0.252,0.0,0.0
C4R4R8,C4Y9D5,0.3116,0.0,0.0
C4R4R8,C5DN02,0.3067,0.0,0.0
C4R4R8,C5DVG6,0.3244,0.0,0.0
C4R4R8,C5FQ73,0.2549,0.0,0.0
C4R4R8,C5G8R4,0.2495,0.0,0.0
C4R4R8,C5JKE6,0.2504,0.0,0.0
C4R4R8,C5M1X2,0.3275,0.0,0.0
C4R4R8,C5PA86,0.2525,0.0,0.0
C4R4R8,C6HCG7,0.2384,0.0,0.0
C4R4R8,C7GIN5,0.3151,0.0,0.0
C4R4R8,C7YZ74,0.2712,0.0,0.0
C4R4R8,C8Z543,0.3156,0.0,0.0
C4R4R8,C9SE96,0.2558,0.0,0.0
C4R4R8,D1ZA70,0.2612,0.0,0.0
C4R4R8,P07547,0.2662,0.0,0.0
C4R4R8,P08566,0.3158,0.0,0.0
C4R4R8,P0CM22,0.2413,0.0,0.0
C4R4R8,P0CM23,0.2413,0.0,0.0
C4Y9D5,C5DN02,0.3076,0.0,0.0
C4Y9D5,C5DVG6,0.2862,0.0,0.0
C4Y9D5,C5FQ73,0.2311,0.0,0.0
C4Y9D5,C5G8R4,0.247,0.0,0.0
C4Y9D5,C5JKE6,0.247,0.0,0.0
C4Y9D5,C5M1X2,0.4005,0.0,0.0
C4Y9D5,C5PA86,0.2447,0.0,0.0
C4Y9D5,C6HCG7,0.2412,0.0,0.0
C4Y9D5,C7GIN5,0.2928,0.0,0.0
C4Y9D5,C7YZ74,0.245,0.0,0.0
C4Y9D5,C8Z543,0.2923,0.0,0.0
C4Y9D5,C9SE96,0.239,0.0,0.0
C4Y9D5,D1ZA70,0.2604,0.0,0.0
C4Y9D5,P07547,0.244,0.0,0.0
C4Y9D5,P08566,0.2935,0.0,0.0
C4Y9D5,P0CM22,0.2319,0.0,0.0
C4Y9D5,P0CM23,0.2319,0.0,0.0
C5C7X8,P0A2I3,0.1513,0.0,0.0
C5C7X8,P0AES6,0.1522,0.0,0.0
C5C7X8,P0C559,0.2571,0.0,0.0
C5C7X9,P0AES4,0.1853,0.0,0.0
C5DN02,C5DVG6,0.4154,0.0,0.0
C5DN02,C5FQ73,0.2234,0.0,0.0
C5DN02,C5G8R4,0.228,0.0,0.0
C5DN02,C5JKE6,0.2288,0.0,0.0
C5DN02,C5M1X2,0.3243,0.0,0.0
C5DN02,C5PA86,0.223,0.0,0.0
C5DN02,C6HCG7,0.2198,0.0,0.0
C5DN02,C7GIN5,0.423,0.0,0.0
C5DN02,C7YZ74,0.2415,0.0,0.0
C5DN02,C8Z543,0.4237,0.0,0.0
C5DN02,C9SE96,0.2505,0.0,0.0
C5DN02,D1ZA70,0.2417,0.0,0.0
C5DN02,P07547,0.2353,0.0,0.0
C5DN02,P08566,0.4264,0.0,0.0
C5DN02,P0CM22,0.2371,0.0,0.0
C5DN02,P0CM23,0.2371,0.0,0.0
C5DVG6,C5FQ73,0.234,0.0,0.0
C5DVG6,C5G8R4,0.2473,0.0,0.0
C5DVG6,C5JKE6,0.2482,0.0,0.0
C5DVG6,C5M1X2,0.3192,0.0,0.0
C5DVG6,C5PA86,0.2513,0.0,0.0
C5DVG6,C6HCG7,0.2424,0.0,0.0
C5DVG6,C7GIN5,0.4088,0.0,0.0
C5DVG6,C7YZ74,0.2462,0.0,0.0
C5DVG6,C8Z543,0.4084,0.0,0.0
C5DVG6,C9SE96,0.2509,0.0,0.0
C5DVG6,D1ZA70,0.2429,0.0,0.0
C5DVG6,P07547,0.255,0.0,0.0
C5DVG6,P08566,0.4076,0.0,0.0
C5DVG6,P0CM22,0.2251,0.0,0.0
C5DVG6,P0CM23,0.2251,0.0,0.0
C5FQ73,C5G8R4,0.4359,0.0,0.0
C5FQ73,C5JKE6,0.4383,0.0,0.0
C5FQ73,C5M1X2,0.262,0.0,0.0
C5FQ73,C5PA86,0.4421,0.0,0.0
C5FQ73,C6HCG7,0.4056,0.0,0.0
C5FQ73,C7GIN5,0.2199,0.0,0.0
C5FQ73,C7YZ74,0.2776,0.0,0.0
C5FQ73,C8Z543,0.2211,0.0,0.0
C5FQ73,C9SE96,0.2834,0.0,0.0
C5FQ73,D1ZA70,0.2899,0.0,0.0
C5FQ73,P07547,0.3669,0.0,0.0
C5FQ73,P08566,0.2212,0.0,0.0
C5FQ73,P0CM22,0.2322,0.0,0.0
C5FQ73,P0CM23,0.2322,0.0,0.0
C5G8R4,C5JKE6,0.9889,0.0,0.0
C5G8R4,C5M1X2,0.2573,0.0,0.0
C5G8R4,C5PA86,0.4886,0.0,0.0
C5G8R4,C6HCG7,0.7318,0.0,0.0
C5G8R4,C7GIN5,0.2364,0.0,0.0
C5G8R4,C7YZ74,0.2903,0.0,0.0
C5G8R4,C8Z543,0.2368,0.0,0.0
C5G8R4,C9SE96,0.2971,0.0,0.0
C5G8R4,D1ZA70,0.3123,0.0,0.0
C5G8R4,P07547,0.4641,0.0,0.0
C5G8R4,P08566,0.2369,0.0,0.0
C5G8R4,P0CM22,0.2447,0.0,0.0
C5G8R4,P0CM23,0.2447,0.0,0.0
C5H431,C8XPA8,0.208,0.0,0.0
C5H431,C8XPB2,0.2294,0.0,0.0
C5H431,P03314,0.1997,0.0,0.0
C5JKE6,C5M1X2,0.2582,0.0,0.0
C5JKE6,C5PA86,0.4911,0.0,0.0
C5JKE6,C6HCG7,0.7368,0.0,0.0
C5JKE6,C7GIN5,0.2373,0.0,0.0
C5JKE6,C7YZ74,0.2903,0.0,0.0
C5JKE6,C8Z543,0.2376,0.0,0.0
C5JKE6,C9SE96,0.2961,0.0,0.0
C5JKE6,D1ZA70,0.3123,0.0,0.0
C5JKE6,P07547,0.4641,0.0,0.0
C5JKE6,P08566,0.2378,0.0,0.0
C5JKE6,P0CM22,0.2456,0.0,0.0
C5JKE6,P0CM23,0.2456,0.0,0.0
C5M1X2,C5PA86,0.2577,0.0,0.0
C5M1X2,C6HCG7,0.2505,0.0,0.0
C5M1X2,C7GIN5,0.3061,0.0,0.0
C5M1X2,C7YZ74,0.2664,0.0,0.0
C5M1X2,C8Z543,0.3065,0.0,0.0
C5M1X2,C9SE96,0.2749,0.0,0.0
C5M1X2,D1ZA70,0.2592,0.0,0.0
C5M1X2,P07547,0.2697,0.0,0.0
C5M1X2,P08566,0.3058,0.0,0.0
C5M1X2,P0CM22,0.234,0.0,0.0
C5M1X2,P0CM23,0.234,0.0,0.0
C5MSH2,C6KEF6,0.7654,0.0,0.0
C5MSH2,O91464,0.1906,0.0,0.0
C5PA86,C6HCG7,0.4733,0.0,0.0
C5PA86,C7GIN5,0.2332,0.0,0.0
C5PA86,C7YZ74,0.3046,0.0,0.0
C5PA86,C8Z543,0.2344,0.0,0.0
C5PA86,C9SE96,0.3106,0.0,0.0
C5PA86,D1ZA70,0.3283,0.0,0.0
C5PA86,P07547,0.4324,0.0,0.0
C5PA86,P08566,0.2346,0.0,0.0
C5PA86,P0CM22,0.245,0.0,0.0
C5PA86,P0CM23,0.245,0.0,0.0
C6HCG7,C7GIN5,0.2299,0.0,0.0
C6HCG7,C7YZ74,0.2898,0.0,0.0
C6HCG7,C8Z543,0.2294,0.0,0.0
C6HCG7,C9SE96,0.289,0.0,0.0
C6HCG7,D1ZA70,0.3002,0.0,0.0
C6HCG7,P07547,0.4376,0.0,0.0
C6HCG7,P08566,0.2295,0.0,0.0
C6HCG7,P0CM22,0.2406,0.0,0.0
C6HCG7,P0CM23,0.2406,0.0,0.0
C6KEF6,O91464,0.1857,0.0,0.0
C6KIE6,O80462,0.1841,0.0,0.0
C6KTB8,O43948,0.1556,0.0,0.0
C6KTB8,P0DOC6,0.173,0.0,0.0
C6ZJZ3,C7SG33,0.3639,0.0,0.0
C6ZJZ3,D3UW26,0.2534,0.0,0.0
C6ZJZ3,O81481,0.3029,0.0,0.0
C6ZJZ3,P0DXI0,0.3569,0.0,0.0
C7EXK4,D4AA47,0.1531,0.0,0.0
C7EXK4,G2X7W6,0.1566,0.0,0.0
C7EXK4,O43520,0.1516,0.0,0.0
C7EXK4,O60423,0.1557,0.0,0.0
C7EXK4,O94296,0.1818,0.0,0.0
C7GIN5,C7YZ74,0.2343,0.0,0.0
C7GIN5,C8Z543,0.9888,0.0,0.0
C7GIN5,C9SE96,0.2442,0.0,0.0
C7GIN5,D1ZA70,0.2451,0.0,0.0
C7GIN5,P07547,0.23,0.0,0.0
C7GIN5,P08566,0.9832,0.0,0.0
C7GIN5,P0CM22,0.2266,0.0,0.0
C7GIN5,P0CM23,0.2266,0.0,0.0
C7NBY4,P0DOC6,0.1827,0.0,0.0
C7SG33,D3UW26,0.2219,0.0,0.0
C7SG33,O81481,0.268,0.0,0.0
C7SG33,P0DXI0,0.7852,0.0,0.0
C7YZ74,C8Z543,0.2338,0.0,0.0
C7YZ74,C9SE96,0.3953,0.0,0.0
C7YZ74,D1ZA70,0.3729,0.0,0.0
C7YZ74,P07547,0.2987,0.0,0.0
C7YZ74,P08566,0.234,0.0,0.0
C7YZ74,P0CM22,0.2516,0.0,0.0
C7YZ74,P0CM23,0.2516,0.0,0.0
C8XPA8,C8XPB2,0.2243,0.0,0.0
C8XPA8,P03314,0.1692,0.0,0.0
C8XPB2,P03314,0.1778,0.0,0.0
C8Z543,C9SE96,0.2436,0.0,0.0
C8Z543,D1ZA70,0.2463,0.0,0.0
C8Z543,P07547,0.2303,0.0,0.0
C8Z543,P08566,0.9944,0.0,0.0
C8Z543,P0CM22,0.226,0.0,0.0
C8Z543,P0CM23,0.226,0.0,0.0
C9SE96,D1ZA70,0.3632,0.0,0.0
C9SE96,P07547,0.3046,0.0,0.0
C9SE96,P08566,0.2438,0.0,0.0
C9SE96,P0CM22,0.2482,0.0,0.0
C9SE96,P0CM23,0.2482,0.0,0.0
D0FH76,O75351,0.4288,0.0,0.0
D0KN27,F0NDL2,0.7084,0.0,0.0
D0PV95,O00571,0.203,0.0,0.0
D0PV95,O13370,0.1941,0.0,0.0
D0PV95,O15523,0.1926,0.0,0.0
D0PV95,P06634,0.1909,0.0,0.0
D0PV95,P09052,0.1595,0.0,0.0
D0PV95,P16381,0.1956,0.0,0.0
D0ZV89,P0DM80,1.0,0.0,0.0
D1ZA70,P07547,0.3181,0.0,0.0
D1ZA70,P08566,0.2456,0.0,0.0
D1ZA70,P0CM22,0.25,0.0,0.0
D1ZA70,P0CM23,0.25,0.0,0.0
D2H526,E1BB50,0.8328,0.0,0.0
D2H526,E1BB52,0.3391,0.0,0.0
D2H6Z0,D4A723,0.8357,0.0,0.0
D2HS90,P11454,0.1536,0.0,0.0
D2HS90,P17473,0.1501,0.0,0.0
D2HXI8,E1BFR5,0.4991,0.0,0.0
D2HXI8,E1C2I2,0.278,0.0,0.0
D2HXI8,E2RJI4,0.6461,0.0,0.0
D2WKD8,P04074,0.5998,0.0,0.0
D2WKD8,P05023,0.6045,0.0,0.0
D2WKD8,P05024,0.5984,0.0,0.0
D2WKD8,P06685,0.5861,0.0,0.0
D2WKD8,P06686,0.9431,0.0,0.0
D2WKD8,P06687,0.5872,0.0,0.0
D2WKD8,P09572,0.5895,0.0,0.0
D2WKD8,P09626,0.2678,0.0,0.0
D2WKD8,P13607,0.4016,0.0,0.0
D2WKD8,P13637,0.5886,0.0,0.0
D3DJG4,D3DJG5,0.5924,0.0,0.0
D3K0R6,G5E829,0.4762,0.0,0.0
D3K0R6,G5EFR6,0.2442,0.0,0.0
D3K0R6,O22218,0.1798,0.0,0.0
D3K0R6,O81108,0.1648,0.0,0.0
D3K0R6,P11505,0.4742,0.0,0.0
D3K0R6,P11506,0.4715,0.0,0.0
D3KCC4,I6XD69,0.1504,0.0,0.0
D3KCC4,P08392,0.1597,0.0,0.0
D3KCC4,P0C5W1,0.1639,0.0,0.0
D3UW23,P16406,0.2484,0.0,0.0
D3UW26,O81481,0.2401,0.0,0.0
D3UW26,P0DXI0,0.2358,0.0,0.0
D3YWQ0,F1MAB7,0.9479,0.0,0.0
D3YWQ0,O08560,0.2877,0.0,0.0
D3YWQ0,O75912,0.8361,0.0,0.0
D3YXJ0,E9PUQ8,0.3615,0.0,0.0
D3YXK2,O88453,0.8041,0.0,0.0
D3ZA12,E9PZM4,0.1624,0.0,0.0
D3ZA12,F4JY24,0.1574,0.0,0.0
D3ZA12,G5EBZ4,0.1582,0.0,0.0
D3ZA12,O14139,0.1547,0.0,0.0
D3ZA12,O14646,0.1567,0.0,0.0
D3ZA12,O14647,0.1616,0.0,0.0
D3ZBE5,G5EFM9,0.2885,0.0,0.0
D3ZBN0,D4A3K5,0.4253,0.0,0.0
D3ZBN0,P06349,0.2428,0.0,0.0
D3ZBN0,P06350,0.4171,0.0,0.0
D3ZBN0,P07305,0.1515,0.0,0.0
D3ZBN0,P10412,0.5707,0.0,0.0
D3ZBN0,P10922,0.1585,0.0,0.0
D3ZBN0,P15864,0.5638,0.0,0.0
D3ZBN0,P15865,0.5684,0.0,0.0
D3ZBN0,P16401,0.6824,0.0,0.0
D3ZBN0,P16402,0.4976,0.0,0.0
D3ZBN0,P16403,0.5521,0.0,0.0
D3ZD32,G5EBZ4,0.1985,0.0,0.0
D3ZD32,O16102,0.1684,0.0,0.0
D3ZD32,O97159,0.222,0.0,0.0
D3ZDK2,P15731,0.3333,0.0,0.0
D3ZDK2,P15732,0.3474,0.0,0.0
D3ZG83,O60307,0.1549,0.0,0.0
D3ZG83,O88778,0.1514,0.0,0.0
D3ZG83,P08392,0.1513,0.0,0.0
D3ZG83,P0C5W1,0.1524,0.0,0.0
D3ZG83,P17473,0.1568,0.0,0.0
D3ZHR2,F1RBC8,0.3226,0.0,0.0
D3ZJP6,F4HWY6,0.1547,0.0,0.0
D3ZJP6,F8VQB6,0.8694,0.0,0.0
D3ZJP6,K7U9N8,0.1513,0.0,0.0
D3ZLB7,P13346,0.9742,0.0,0.0
D3ZMK9,F1M3G7,0.1543,0.0,0.0
D3ZMK9,O88737,0.1558,0.0,0.0
D3ZMK9,O88778,0.1582,0.0,0.0
D3ZMY7,O46411,0.9497,0.0,0.0
D3ZSI8,O14986,0.2776,0.0,0.0
D3ZSI8,O60331,0.2998,0.0,0.0
D3ZSI8,O70161,0.2895,0.0,0.0
D3ZSP7,O88196,0.8314,0.0,0.0
D3ZSZ3,E2QWQ2,0.9746,0.0,0.0
D3ZSZ3,O54949,1.0,0.0,0.0
D3ZVK1,E1BPX4,0.5593,0.0,0.0
D3ZVK1,I0IUP3,0.4102,0.0,0.0
D3ZVM4,E1BJS7,0.7993,0.0,0.0
D3ZVM4,E7FAM5,0.4012,0.0,0.0
D3ZVM4,F6QEU4,0.4353,0.0,0.0
D3ZVU1,F6UH96,0.1583,0.0,0.0
D3ZVU1,G3X912,0.6841,0.0,0.0
D4A1F2,F1RA39,0.2696,0.0,0.0
D4A1F2,O94851,0.5576,0.0,0.0
D4A280,O96013,0.2948,0.0,0.0
D4A3K5,P06349,0.2308,0.0,0.0
D4A3K5,P06350,0.3909,0.0,0.0
D4A3K5,P10412,0.4396,0.0,0.0
D4A3K5,P10922,0.1533,0.0,0.0
D4A3K5,P15864,0.4429,0.0,0.0
D4A3K5,P15865,0.4346,0.0,0.0
D4A3K5,P16401,0.4048,0.0,0.0
D4A3K5,P16402,0.4375,0.0,0.0
D4A3K5,P16403,0.4689,0.0,0.0
D4A523,E9Q5R7,0.1706,0.0,0.0
D4AA47,O43520,0.7212,0.0,0.0
D4AA47,O60423,0.1872,0.0,0.0
D4AA47,O94296,0.1512,0.0,0.0
D4ACP5,O94762,0.4286,0.0,0.0
D4GY98,P15042,0.1534,0.0,0.0
D6WMX4,E0W1I1,0.2077,0.0,0.0
D7RF80,P07720,0.3738,0.0,0.0
D7RF80,P14336,0.3743,0.0,0.0
D7UQM5,O01427,0.1504,0.0,0.0
D7UQM5,O14965,0.2533,0.0,0.0
D7UQM5,O55099,0.2117,0.0,0.0
D7UQM5,O59790,0.1707,0.0,0.0
D7UQM5,O64629,0.1552,0.0,0.0
D7UQM5,O70126,0.2138,0.0,0.0
D7UQM5,O88445,0.2022,0.0,0.0
D8WUA4,P10408,0.1675,0.0,0.0
D9I2F9,D9I2G1,0.9423,0.0,0.0
D9I2F9,D9I2G3,0.9933,0.0,0.0
D9I2F9,D9I2G4,0.9111,0.0,0.0
D9I2F9,D9I2H0,0.9455,0.0,0.0
D9I2G1,D9I2G3,0.9487,0.0,0.0
D9I2G1,D9I2G4,0.9669,0.0,0.0
D9I2G1,D9I2H0,0.9966,0.0,0.0
D9I2G3,D9I2G4,0.9173,0.0,0.0
D9I2G3,D9I2H0,0.9519,0.0,0.0
D9I2G4,D9I2H0,0.9636,0.0,0.0
E1B328,P0DKH5,0.9189,0.0,0.0
E1BB50,E1BB52,0.3365,0.0,0.0
E1BB52,O88737,0.1534,0.0,0.0
E1BB52,O88778,0.1515,0.0,0.0
E1BE10,E2RD63,0.4867,0.0,0.0
E1BFR5,E1C2I2,0.2877,0.0,0.0
E1BFR5,E2RJI4,0.4589,0.0,0.0
E1BGN7,I3LM39,0.3709,0.0,0.0
E1BJS7,E7FAM5,0.3971,0.0,0.0
E1BJS7,F6QEU4,0.4524,0.0,0.0
E1BMF7,E1BY77,0.4915,0.0,0.0
E1BMF7,F1QFS9,0.381,0.0,0.0
E1BPK6,G3UW82,0.1581,0.0,0.0
E1BPK6,P02564,0.1503,0.0,0.0
E1BPK6,P02566,0.1553,0.0,0.0
E1BPK6,P12882,0.1521,0.0,0.0
E1BPK6,P12883,0.1559,0.0,0.0
E1BPK6,P13533,0.1515,0.0,0.0
E1BPK6,P13535,0.1519,0.0,0.0
E1BPK6,P13542,0.1524,0.0,0.0
E1BPX4,I0IUP3,0.4084,0.0,0.0
E1BY77,F1QFS9,0.3746,0.0,0.0
E1C2I2,E2RJI4,0.278,0.0,0.0
E2QWQ2,O54949,0.9746,0.0,0.0
E2RH47,G1TNM3,1.0,0.0,0.0
E2RH47,P05750,0.2228,0.0,0.0
E5D8F2,O91734,0.1507,0.0,0.0
E5D8F2,P03302,0.1503,0.0,0.0
E5D8F2,P03303,0.1667,0.0,0.0
E5D8F2,P04936,0.2031,0.0,0.0
E5D8F2,P06209,0.1529,0.0,0.0
E5D8F2,P07210,0.2105,0.0,0.0
E5D8F2,P08291,0.1521,0.0,0.0
E5D8F2,P12915,0.1539,0.0,0.0
E5D8F2,P12916,0.1873,0.0,0.0
E5D8F2,P13900,0.1519,0.0,0.0
E5D8F2,P16604,0.1504,0.0,0.0
E5XP76,I6XD69,0.1544,0.0,0.0
E7EZF3,F6UA42,0.4022,0.0,0.0
E7EZG2,E7F3F0,0.4536,0.0,0.0
E7F6F7,H2LNR5,0.524,0.0,0.0
E7F6F7,J9VWU3,0.1533,0.0,0.0
E7F6F7,O75027,0.3906,0.0,0.0
E7F9L8,F1PRN2,0.4742,0.0,0.0
E7F9L8,O00159,0.1722,0.0,0.0
E7F9L8,O43795,0.1602,0.0,0.0
E7F9L8,O88329,0.1558,0.0,0.0
E7F9L8,O94832,0.4731,0.0,0.0
E7FAM5,F6QEU4,0.39,0.0,0.0
E9EFJ1,G2WS87,0.4247,0.0,0.0
E9EFJ1,G4N0X4,0.3895,0.0,0.0
E9EFJ1,G5EB74,0.2703,0.0,0.0
E9EFJ1,H6CAN5,0.2799,0.0,0.0
E9EFJ1,I1RE84,0.4427,0.0,0.0
E9EFJ1,O13281,0.2703,0.0,0.0
E9EFJ1,O93809,0.3812,0.0,0.0
E9PSL7,M3TYT0,0.1569,0.0,0.0
E9PSL7,O14578,0.739,0.0,0.0
E9PSL7,O54874,0.1779,0.0,0.0
E9PSL7,O75116,0.1607,0.0,0.0
E9PSL7,O75150,0.154,0.0,0.0
E9PSL7,O94804,0.1505,0.0,0.0
E9PSL7,P02562,0.1607,0.0,0.0
E9PSL7,P12270,0.1549,0.0,0.0
E9PT37,P0DW16,0.4196,0.0,0.0
E9PT87,P07313,0.1531,0.0,0.0
E9PYH6,O08550,0.1593,0.0,0.0
E9PYH6,O15047,0.7885,0.0,0.0
E9PYH6,O88737,0.1681,0.0,0.0
E9PYH6,O88778,0.1733,0.0,0.0
E9PZM4,F4JY24,0.1647,0.0,0.0
E9PZM4,O14139,0.196,0.0,0.0
E9PZM4,O14646,0.3979,0.0,0.0
E9PZM4,O14647,0.8764,0.0,0.0
E9PZQ0,F1LMY4,0.9735,0.0,0.0
E9PZQ0,P11716,0.8736,0.0,0.0
E9PZQ0,P16960,0.8338,0.0,0.0
E9PZZ1,P0C5W1,0.1506,0.0,0.0
E9Q0S6,O88737,0.1598,0.0,0.0
E9Q0S6,O88778,0.1581,0.0,0.0
E9Q236,F1M3J4,0.7598,0.0,0.0
E9Q236,O15438,0.1526,0.0,0.0
E9Q236,O15439,0.5528,0.0,0.0
E9Q394,F1M3G7,0.5542,0.0,0.0
E9Q394,O88737,0.1508,0.0,0.0
E9Q3L2,O08662,0.9238,0.0,0.0
E9Q4N7,M9NEY8,0.1618,0.0,0.0
E9Q4N7,O14497,0.2788,0.0,0.0
E9Q4N7,O95487,0.1501,0.0,0.0
E9Q4N7,P17473,0.1576,0.0,0.0
E9Q4Z2,O00763,0.6091,0.0,0.0
E9Q4Z2,P11029,0.3527,0.0,0.0
E9Q4Z2,P11497,0.3474,0.0,0.0
E9Q634,O00160,0.3669,0.0,0.0
E9Q634,O43795,0.1549,0.0,0.0
E9Q634,P10569,0.1706,0.0,0.0
E9Q7F2,P0C5W1,0.1517,0.0,0.0
E9Q9A9,F1N3B8,0.2075,0.0,0.0
E9Q9U0,G5E8G2,0.4615,0.0,0.0
E9Q9U0,G5E8I7,0.4519,0.0,0.0
E9RBG1,F2SG60,0.2451,0.0,0.0
E9RBG1,O74208,0.1624,0.0,0.0
F1LM93,P00523,0.3959,0.0,0.0
F1LM93,P05480,0.3868,0.0,0.0
F1LM93,P06239,0.1733,0.0,0.0
F1LM93,P06240,0.1641,0.0,0.0
F1LM93,P06241,0.3883,0.0,0.0
F1LM93,P07947,0.8509,0.0,0.0
F1LM93,P07948,0.2005,0.0,0.0
F1LM93,P08103,0.1939,0.0,0.0
F1LM93,P08631,0.2071,0.0,0.0
F1LM93,P09324,0.7099,0.0,0.0
F1LM93,P09769,0.298,0.0,0.0
F1LM93,P12931,0.3983,0.0,0.0
F1LM93,P13406,0.3913,0.0,0.0
F1LM93,P14234,0.317,0.0,0.0
F1LM93,P16277,0.1821,0.0,0.0
F1LMN3,F1QZ88,0.2065,0.0,0.0
F1LMY4,P11716,0.8674,0.0,0.0
F1LMY4,P16960,0.8279,0.0,0.0
F1LNJ2,O75643,0.9943,0.0,0.0
F1LP64,G5E870,0.9585,0.0,0.0
F1LP64,O08550,0.15,0.0,0.0
F1LP90,O95819,0.3126,0.0,0.0
F1LQ48,P14866,0.8729,0.0,0.0
F1LXF1,P11274,0.73,0.0,0.0
F1LYL9,O18896,0.8229,0.0,0.0
F1LYL9,O55170,0.2398,0.0,0.0
F1M0Z1,O60229,0.366,0.0,0.0
F1M0Z1,O75962,0.9494,0.0,0.0
F1M3G7,O88737,0.1639,0.0,0.0
F1M3G7,O88778,0.1571,0.0,0.0
F1M3J4,O15438,0.1527,0.0,0.0
F1M3J4,O15439,0.5455,0.0,0.0
F1M4A4,L0N7N1,0.1623,0.0,0.0
F1M4A4,O35787,0.2801,0.0,0.0
F1M4A4,O43896,0.291,0.0,0.0
F1M4A4,O60333,0.4611,0.0,0.0
F1M4A4,O88658,0.4501,0.0,0.0
F1M5F3,F1N2W9,0.4664,0.0,0.0
F1M5F3,I0IUP4,0.3242,0.0,0.0
F1M5M3,F1MJR8,0.3378,0.0,0.0
F1M5N7,F4K0J3,0.1769,0.0,0.0
F1M5N7,G5EGS3,0.1939,0.0,0.0
F1M5N7,O45935,0.1578,0.0,0.0
F1M5N7,O60282,0.1598,0.0,0.0
F1M5N7,O75037,0.8803,0.0,0.0
F1M5N7,O95239,0.1803,0.0,0.0
F1M5N7,P17210,0.1509,0.0,0.0
F1M7Y5,O19111,0.3413,0.0,0.0
F1M7Y5,P09217,0.3683,0.0,0.0
F1MAB7,O08560,0.2886,0.0,0.0
F1MAB7,O75912,0.8509,0.0,0.0
F1MH24,F1SPM8,0.8506,0.0,0.0
F1MH24,P0C1X8,0.7447,0.0,0.0
F1MWM0,O35600,0.5496,0.0,0.0
F1MWM0,O95477,0.1606,0.0,0.0
F1N2W9,I0IUP4,0.3619,0.0,0.0
F1PRN2,O00159,0.1697,0.0,0.0
F1PRN2,O43795,0.1526,0.0,0.0
F1PRN2,O88329,0.155,0.0,0.0
F1PRN2,O94832,0.9155,0.0,0.0
F1Q749,O43100,0.2564,0.0,0.0
F1Q749,O44081,0.3127,0.0,0.0
F1Q749,O60832,0.4679,0.0,0.0
F1Q8K0,O76460,0.1975,0.0,0.0
F1QN54,O14782,0.2686,0.0,0.0
F1QN54,O15066,0.5045,0.0,0.0
F1QN54,O55165,0.273,0.0,0.0
F1RA39,O94851,0.2825,0.0,0.0
F1RCY6,O76512,0.1906,0.0,0.0
F1RD40,O75592,0.4706,0.0,0.0
F1RRW5,P09470,0.4475,0.0,0.0
F1RRW5,P12820,0.5766,0.0,0.0
F1RRW5,P12821,0.4741,0.0,0.0
F1SPM8,P0C1X8,0.7067,0.0,0.0
F1SVH1,O29238,0.1576,0.0,0.0
F1SVH1,O51934,0.1502,0.0,0.0
F1T160,F1T161,0.4802,0.0,0.0
F3YDF1,O88967,0.1654,0.0,0.0
F4HRI2,I6PL68,0.2636,0.0,0.0
F4HVS0,F4IDY5,0.2841,0.0,0.0
F4HW04,F4IFN6,0.6774,0.0,0.0
F4HWU0,O49339,0.2889,0.0,0.0
F4HWU0,O80719,0.3521,0.0,0.0
F4HWY6,F4HXP9,0.6507,0.0,0.0
F4HWY6,F4I460,0.3033,0.0,0.0
F4HWY6,F4IRU3,0.3152,0.0,0.0
F4HWY6,F4K0A6,0.1672,0.0,0.0
F4HWY6,F4K5J1,0.3906,0.0,0.0
F4HWY6,K7U9N8,0.2516,0.0,0.0
F4HXP9,F4I460,0.3217,0.0,0.0
F4HXP9,F4IRU3,0.3163,0.0,0.0
F4HXP9,F4K0A6,0.1656,0.0,0.0
F4HXP9,F4K5J1,0.3837,0.0,0.0
F4HXP9,K7U9N8,0.2539,0.0,0.0
F4HXP9,O14157,0.1506,0.0,0.0
F4I2N7,F4K6B8,0.181,0.0,0.0
F4I2N7,G7JIK2,0.1718,0.0,0.0
F4I2N7,I1Z695,0.1684,0.0,0.0
F4I2N7,O49545,0.1694,0.0,0.0
F4I2N7,O65440,0.1746,0.0,0.0
F4I2N7,O82318,0.1547,0.0,0.0
F4I2N7,P0DL10,0.1608,0.0,0.0
F4I460,F4IRU3,0.348,0.0,0.0
F4I460,F4K0A6,0.1624,0.0,0.0
F4I460,F4K5J1,0.3243,0.0,0.0
F4I460,K7U9N8,0.244,0.0,0.0
F4I460,O14157,0.1543,0.0,0.0
F4I460,O94477,0.153,0.0,0.0
F4I6G4,O64752,0.2754,0.0,0.0
F4IGZ2,O80875,0.1574,0.0,0.0
F4IIS5,O60282,0.1737,0.0,0.0
F4IIS5,O95239,0.1739,0.0,0.0
F4IIS5,P17120,0.1652,0.0,0.0
F4IIS5,P17210,0.1694,0.0,0.0
F4IRU3,F4K5J1,0.3379,0.0,0.0
F4IRU3,K7U9N8,0.2488,0.0,0.0
F4IYH6,F4KE59,0.252,0.0,0.0
